county,year,binary_congress,journos,stories,binary_2014,pop,perc_aian,perc_asian,perc_black,perc_other,perc_white,#_hispanic,median_age,perc_hispanic,perc_hs,perc_bach,per_cap_income,binary_treated,binary_post_treat,voter_part,comments,don_number,don_sum,don_uni,notes
Burke,2011,0,790,306,0,90203,0.819263217,4.300300433,6.699333725,1.546511757,86.63459087,4898,41.72261346,5.429974613,77.52,17.39,27783,1,0,10.47590594,4,270,32786.84,148,
Burke,2012,1,790,348,0,89619,0.867003649,4.326091565,6.686082192,1.621307982,86.49951461,5007,42.09976341,5.586984903,77.52,17.39,28940,1,0,63.11054422,4,679,81022.99,359,
Burke,2013,0,930,327,0,89151,0.914179314,4.351044856,6.674069837,1.698242308,86.36246369,5121,42.39382403,5.744186829,77.52,17.39,28927,1,0,7.581895649,4,621,35074.83,172,
Burke,2014,1,1100,403,0,89151,0.960168703,4.376843782,6.662852912,1.773395699,86.2267389,5260,42.64673452,5.900102074,77.52,17.39,30227,1,0,43.23023936,0,708,68007.7,277,
Burke,2015,0,1120,215,1,89321,1.007601796,4.403219848,6.650171852,1.849509074,86.08949743,5408,42.86747529,6.054567235,81.63,16.44,31665,1,0,10.81659973,8,763,91828.9,307,
Burke,2016,1,1090,157,1,90123,1.054114932,4.429501903,6.639814476,1.924037149,85.95253154,5596,43.07257346,6.209291746,81.63,16.44,32394,1,0,66.91028312,0,984,103314.74,434,
Burke,2017,0,1070,104,1,91077,1.10016799,4.455570561,6.628457239,1.999407095,85.81639711,5795,43.2182266,6.362748004,81.63,16.44,33844,1,1,10.62850769,2,1008,86124.1,351,
Burke,2018,1,920,161,1,91402,1.146583226,4.481302379,6.618017111,2.074352859,85.67974443,5951,43.37033493,6.510798451,81.63,16.44,34919,1,1,48.63878275,0,1748,204532.54,707,
McDowell,2011,0,790,306,0,45139,0.717782849,0.923813111,3.958882563,1.151997164,93.24752431,2587,41.99486804,5.731185892,81.25,13.91,27007,1,0,2.715827338,0,80,5089.21,45,
McDowell,2012,1,790,348,0,45267,0.759935494,0.91899176,3.941060817,1.197340226,93.1826717,2696,42.3556701,5.955773522,81.25,13.91,27697,1,0,63.20284944,0,200,21242.59,90,
McDowell,2013,0,930,327,0,45284,0.801607632,0.912021906,3.926331596,1.243264729,93.11677414,2797,42.67131783,6.176574508,81.25,13.91,27945,1,0,2.340071512,3,223,3855.5,48,
McDowell,2014,1,1100,403,0,45329,0.844933707,0.906704317,3.913609389,1.290564539,93.04418805,2897,42.96191248,6.391052086,81.25,13.91,29357,1,0,39.33549205,0,259,14066.23,107,
McDowell,2015,0,1120,215,1,45447,0.888947565,0.902149757,3.899047242,1.337822078,92.97203336,3002,43.23381877,6.605496512,83.9,17.44,30900,1,1,1.595069784,5,161,9413.74,96,
McDowell,2016,1,1090,157,1,45531,0.931233665,0.896092772,3.88746129,1.381476357,92.90373592,3103,43.49676898,6.81513694,83.9,17.44,31499,1,1,67.78740024,NA,268,21136.59,124,
McDowell,2017,0,1070,104,1,46099,0.973990759,0.893728714,3.874270592,1.429532094,92.82847784,3238,43.79632588,7.024013536,83.9,17.44,33163,1,1,2.439362439,0,324,11321.61,139,
McDowell,2018,1,920,161,1,46373,1.015677226,0.888448019,3.862161171,1.474996226,92.75871736,3352,44.14183835,7.22834408,83.9,17.44,34107,1,1,49.95954693,2,444,41921.29,155,
Jackson,2011,0,790,306,0,40383,9.771438477,0.99546839,1.859693435,1.921600674,85.45179902,2187,36.4141791,5.415645197,86.4,29.32,26226,1,0,1.200902589,2,476,30953.5,175,
Jackson,2012,1,790,348,0,40706,9.743035425,1.029332285,1.832653663,1.9751388,85.41983983,2309,36.33242507,5.67238245,86.4,29.32,26913,1,0,59.74725429,1,511,53096.9,267,
Jackson,2013,0,930,327,0,40826,9.711948268,1.058149219,1.807671582,2.028119336,85.3941116,2414,36.43734644,5.912898643,86.4,29.32,26792,1,0,1.307862427,5,252,15183.06,79,
Jackson,2014,1,1100,403,0,41131,9.683693564,1.086771535,1.782110817,2.078724077,85.36870001,2531,36.5630531,6.153509518,86.4,29.32,28754,1,0,41.19583926,1,333,32086.04,167,
Jackson,2015,0,1120,215,1,41590,9.658571772,1.115652801,1.757634047,2.127915364,85.34022602,2656,36.69909502,6.386150517,89.36,30.37,30208,1,1,1.30295701,3,661,35748.54,195,
Jackson,2016,1,1090,157,1,43003,9.631886147,1.144106225,1.732437272,2.176592331,85.31497802,2842,36.71252796,6.608841244,89.36,30.37,30903,1,1,64.8789879,1,1066,64123.22,254,
Jackson,2017,0,1070,104,1,43544,9.606375161,1.171229102,1.710913099,2.223038765,85.28844387,2972,36.799591,6.825280176,89.36,30.37,32151,1,1,1.257929642,2,672,39809.67,281,
Jackson,2018,1,920,161,1,43819,9.582601155,1.198110409,1.688765148,2.268422374,85.26210092,3082,37.02959184,7.033478628,89.36,30.37,33325,1,1,52.23733088,0,1222,113771.24,417,
Cherokee,2011,0,790,306,0,27468,1.383427989,0.575214795,1.361584389,2.573904179,94.10586865,725,48.51820728,2.639434979,82.37,18.38,26446,1,0,0,3,105,4637.17,39,
Cherokee,2012,1,790,348,0,27414,1.38615306,0.60188225,1.356970891,2.717589553,93.93740425,754,48.72916667,2.750419494,82.37,18.38,27839,1,0,58.87158655,0,139,32595.82,99,
Cherokee,2013,0,930,327,0,27443,1.381044346,0.630397551,1.351893015,2.856830521,93.77983457,785,48.97696477,2.860474438,82.37,18.38,27765,1,0,2.851399991,3,53,5593.9,47,
Cherokee,2014,1,1100,403,0,27517,1.384598612,0.654141076,1.348257441,2.994512483,93.61849039,815,49.34097035,2.961805429,82.37,18.38,28775,1,1,44.36941048,1,42,6027.5,34,
Cherokee,2015,0,1120,215,1,27729,1.381225432,0.681596884,1.345162105,3.133903134,93.45811245,850,49.73505435,3.065382812,87.2,19.03,30111,1,1,0,0,108,11326,86,
Cherokee,2016,1,1090,157,1,28544,1.380325112,0.707679372,1.338284753,3.272141256,93.30156951,902,50.16445623,3.160033632,87.2,19.03,29960,1,1,59.81472943,0,141,12216.37,90,
Cherokee,2017,0,1070,104,1,28879,1.378164064,0.734097441,1.333148655,3.407320198,93.14726964,943,50.5,3.265348523,87.2,19.03,30963,1,1,3.065571611,1,81,5182.68,60,
Cherokee,2018,1,920,161,1,29275,1.376601196,0.758326217,1.328778822,3.545687447,92.99060632,984,50.90198864,3.361229718,87.2,19.03,32005,1,1,47.19192091,1,114,19187.74,81,
Haywood,2011,0,790,306,0,59165,0.56959351,0.436068622,1.090171554,1.0394659,96.86470041,2162,46.08761161,3.654187442,86.51,23.77,32362,1,0,5.647284039,9,648,21844.08,208,
Haywood,2012,1,790,348,0,59150,0.574809806,0.453085376,1.080304311,1.076923077,96.81487743,2268,46.36454432,3.834319527,86.51,23.77,33807,1,0,65.58265583,5,1475,90375.41,458,
Haywood,2013,0,930,327,0,59545,0.581073138,0.471911999,1.071458561,1.113443614,96.76211269,2389,46.64962121,4.012091695,86.51,23.77,33248,1,0,2.283955037,1,1139,60274.35,274,
Haywood,2014,1,1100,403,0,59810,0.586858385,0.488212673,1.06336733,1.151981274,96.70958034,2502,46.89322917,4.183246949,86.51,23.77,34962,1,0,45.09248773,NA,1212,79164.66,404,
Haywood,2015,0,1120,215,1,60451,0.59056095,0.5061951,1.055400242,1.186084597,96.66175911,2635,47.09423077,4.358902251,88,25.99,36520,1,1,6.501944304,NA,980,107445.7,431,
Haywood,2016,1,1090,157,1,61534,0.598043358,0.523287938,1.046575877,1.222088601,96.61000423,2784,47.3275649,4.524328014,88,25.99,37792,1,1,69.81864116,0,1619,180095.1,626,
Haywood,2017,0,1070,104,1,62488,0.601715529,0.539303546,1.036999104,1.257841506,96.56414031,2932,47.56553398,4.692100883,88,25.99,38957,1,1,1.384608308,0,1023,68797.3,505,
Haywood,2018,1,920,161,1,62839,0.607902736,0.555387578,1.031206735,1.292191155,96.5133118,3050,47.78894174,4.853673674,88,25.99,40188,1,1,56.37045087,1,1505,296605.13,638,
Rutherford,2011,0,790,306,0,67928,0.291485102,0.510835002,9.998822282,1.747438464,87.45141915,2558,42.72678186,3.765751973,81.42,16.43,26944,1,0,5.627139597,5,271,14239.25,86,
Rutherford,2012,1,790,348,0,67920,0.300353357,0.522673734,9.886631331,1.83745583,87.45288575,2667,42.94261424,3.926678445,81.42,16.43,28089,1,0,66.27570657,4,587,40433.49,196,
Rutherford,2013,0,930,327,0,67705,0.307215124,0.534672476,9.776235138,1.924525515,87.45735175,2766,43.12459893,4.085370357,81.42,16.43,28061,1,0,3.481217617,5,819,47727.87,216,
Rutherford,2014,1,1100,403,0,67545,0.313864831,0.546302465,9.667628988,2.011992005,87.46021171,2866,43.28914989,4.243097194,81.42,16.43,29348,1,0,45.12089416,7,1034,77395.08,201,
Rutherford,2015,0,1120,215,1,67627,0.320877756,0.55599095,9.561269907,2.095316959,87.46654443,2975,43.48954704,4.399130525,83.84,17.83,30129,1,1,4.662995748,1,550,22688.22,176,
Rutherford,2016,1,1090,157,1,67679,0.328019031,0.56738427,9.454926934,2.177928161,87.4717416,3080,43.63731527,4.550894665,83.84,17.83,30698,1,1,67.62447857,0,855,52101.93,252,
Rutherford,2017,0,1070,104,1,68279,0.335388626,0.578508766,9.351337893,2.261310213,87.4734545,3212,43.62625628,4.70422824,83.84,17.83,31555,1,1,3.945933667,5,778,38912.52,259,
Rutherford,2018,1,920,161,1,68423,0.341990266,0.588983237,9.248352162,2.342779475,87.47789486,3325,43.7850062,4.859477076,83.84,17.83,32634,1,1,51.08460826,1,1250,136016.36,382,
Macon,2011,0,790,306,0,33969,0.66236863,0.71241426,1.466042568,0.983249433,96.17592511,2448,48.10159817,7.206570697,85.66,22.39,31290,1,0,1.48619081,0,351,24517,86,
Macon,2012,1,790,348,0,34050,0.693098385,0.740088106,1.488986784,1.027900147,96.04992658,2594,48.30382775,7.618208517,85.66,22.39,32575,1,0,67.68882894,1,505,360571.06,274,
Macon,2013,0,930,327,0,34184,0.728410952,0.76644044,1.512403464,1.067750995,95.92499415,2742,48.48498845,8.021296513,85.66,22.39,32962,1,0,4.560299988,6,254,14805.01,86,
Macon,2014,1,1100,403,0,34529,0.761678589,0.790639752,1.534941643,1.112108662,95.80063135,2901,48.68048128,8.40163341,85.66,22.39,34749,1,0,47.60366826,0,503,97185.79,190,
Macon,2015,0,1120,215,1,34803,0.793035083,0.818894923,1.560210327,1.155072839,95.67278683,3050,48.75407609,8.763612332,89.25,23.81,36412,1,1,2.156546215,9,340,14999.56,136,
Macon,2016,1,1090,157,1,35117,0.825810861,0.845744226,1.58043113,1.196001936,95.55201185,3202,48.81515957,9.118090953,89.25,23.81,37396,1,1,69.43387435,0,680,276959.94,301,
Macon,2017,0,1070,104,1,35614,0.859212669,0.873252092,1.606109957,1.235469198,95.42595608,3365,48.78571429,9.448531476,89.25,23.81,39039,1,1,1.685838953,4,261,17199.65,160,
Macon,2018,1,920,161,1,36101,0.894712058,0.897482064,1.628763746,1.279742943,95.29929919,3529,48.91829268,9.775352483,89.25,23.81,39583,1,1,58.8206295,0,659,213378.38,380,
Madison,2011,0,790,306,0,20916,0.282080704,0.420730541,1.204819277,1.262191624,96.83017785,450,43.65107914,2.151462995,80.33,20.3,26888,1,0,3.689113987,2,165,6292,50,
Madison,2012,1,790,348,0,21216,0.28280543,0.438348416,1.23020362,1.333898944,96.71474359,470,44.10676157,2.215309201,80.33,20.3,27795,1,0,62.21902536,NA,440,46254.17,177,Isuspecttheyillegallyfailedtoholdabudgethearing
Madison,2013,0,930,327,0,21415,0.28484707,0.452953537,1.256128882,1.405556853,96.60051366,486,44.39019608,2.26943731,80.33,20.3,27874,1,0,2.895933238,1,159,10729.81,46,
Madison,2014,1,1100,403,0,21619,0.291410334,0.462556085,1.281280355,1.475553911,96.48919932,505,44.70683453,2.335908229,80.33,20.3,29213,1,0,47.87665839,NA,242,19896.76,122,
Madison,2015,0,1120,215,1,21739,0.294401766,0.47840287,1.306407838,1.541009246,96.37977828,519,44.96931408,2.387414324,86.98,28.52,30654,1,1,3.540880503,1,87,6953.11,47,
Madison,2016,1,1090,157,1,22039,0.825810861,0.845744226,1.58043113,1.196001936,95.55201185,540,45.24551971,2.450201915,86.98,28.52,31232,1,1,67.21601985,0,376,37333.29,193,
Madison,2017,0,1070,104,1,22215,0.859212669,0.873252092,1.606109957,1.235469198,95.42595608,557,45.40371622,2.507314877,86.98,28.52,32538,1,1,2.85181397,2,162,9531.64,77,
Madison,2018,1,920,161,1,22361,0.894712058,0.897482064,1.628763746,1.279742943,95.29929919,574,45.64671815,2.566969277,86.98,28.52,34216,1,1,54.20733468,1,289,31387.88,132,
Henderson,2011,0,790,306,0,107244,0.630338294,1.234567901,3.114393346,1.563723845,93.45697661,11005,45.61878453,10.26164634,88.44,28.27,34214,1,0,2.68257117,9,1224,69913.98,422,
Henderson,2012,1,790,348,0,107740,0.653424912,1.277148691,3.113049935,1.616855393,93.33952107,11327,45.80320366,10.51327269,88.44,28.27,36142,1,0,66.96753641,23,1493,104421.55,523,
Henderson,2013,0,930,327,0,108752,0.67584964,1.319515963,3.112586435,1.666176254,93.22587171,11690,46.05509434,10.7492276,88.44,28.27,35876,1,0,4.56020117,18,1607,71493.34,468,
Henderson,2014,1,1100,403,0,110485,0.697832285,1.35946056,3.110829524,1.714259854,93.11761778,12121,46.38121345,10.97072001,88.44,28.27,37514,1,0,46.55749386,2,1962,187881.49,659,
Henderson,2015,0,1120,215,1,111854,0.719688165,1.399145314,3.110304504,1.761224453,93.00963756,12505,46.65303244,11.17975218,89.92,31.8,39037,1,1,2.288505373,9,1534,98439.71,477,
Henderson,2016,1,1090,157,1,113889,0.739316352,1.436486403,3.109167698,1.806144579,92.90888497,12957,47.00172176,11.37686695,89.92,31.8,40154,1,1,71.04102017,7,2698,221255.55,865,
Henderson,2017,0,1070,104,1,115384,0.76007072,1.474207862,3.108749913,1.848609859,92.80836164,13341,47.32258065,11.56226167,89.92,31.8,41613,1,1,3.526442249,12,2037,164102.98,760,
Henderson,2018,1,920,161,1,116857,0.779585305,1.509537298,3.108928006,1.890344609,92.71160478,13713,47.65910585,11.73485542,89.92,31.8,43795,1,1,57.06357332,1,3037,285440.72,1102,
Transylvania,2011,0,790,306,0,33007,0.354470264,0.508982943,3.962795771,1.660253886,93.51349714,1038,49.08956916,3.144787469,88.81,29.02,30942,1,0,5.6934747,1,868,28070.77,300,
Transylvania,2012,1,790,348,0,33020,0.360387644,0.517867959,3.930950939,1.711084191,93.47970927,1095,49.41818182,3.316172017,88.81,29.02,32674,1,0,69.79711099,7,1343,72529.46,390,
Transylvania,2013,0,930,327,0,33153,0.36799083,0.524839381,3.89708322,1.764546195,93.44554037,1157,49.76261468,3.489880252,88.81,29.02,32700,1,0,6.197606039,11,1004,36410.58,261,
Transylvania,2014,1,1100,403,0,33400,0.371257485,0.52994012,3.868263473,1.811377246,93.41916168,1220,50.12442396,3.652694611,88.81,29.02,34914,1,0,54.58375946,9,811,51284.31,340,
Transylvania,2015,0,1120,215,1,33725,0.376575241,0.536693847,3.839881394,1.862120089,93.38472943,1285,50.46741855,3.8102298,89.04,32.64,36868,1,1,1.817266127,7,635,31430.25,234,
Transylvania,2016,1,1090,157,1,34074,0.381522569,0.542935963,3.812290896,1.910547632,93.35270294,1352,50.76344086,3.967834713,89.04,32.64,38767,1,1,70.41895067,5,1654,119799.7,591,
Transylvania,2017,0,1070,104,1,34495,0.388462096,0.550804464,3.788954921,1.956805334,93.31497318,1423,50.93062827,4.125235541,89.04,32.64,39923,1,1,4.433752187,0,730,37179.29,302,
Transylvania,2018,1,920,161,1,35115,0.392994447,0.558166026,3.761925103,2.004841236,93.28207319,1502,51.28846154,4.277374341,89.04,32.64,41295,1,1,60.83950806,40,1408,116904.81,518,"Thereweretwoseparate,officallycalledpublichearingsforthisbudget,commentswereloggedforboth"
Swain,2011,0,790,306,0,14188,27.18494502,0.549760361,0.472230054,4.412179306,67.38088526,588,40.85714286,4.144347336,81.68,15.34,29866,1,0,2.185287781,0,77,12479,16,
Swain,2012,1,790,348,0,14423,27.06094433,0.575469736,0.402135478,4.652291479,67.30915898,626,40.95639535,4.340289815,81.68,15.34,30992,1,0,56.78564424,0,148,104915,74,
Swain,2013,0,930,327,0,14538,26.92942633,0.598431696,0.350804787,4.890631449,67.23070574,657,40.85882353,4.519191085,81.68,15.34,31868,1,0,1.696402457,3,38,16448.5,29,
Swain,2014,1,1100,403,0,14785,26.80419344,0.629015894,0.297598918,5.126817721,67.14237403,695,40.8315508,4.700710179,81.68,15.34,33304,1,1,43.22333812,0,58,37889.59,32,
Swain,2015,0,1120,215,1,14867,26.66980561,0.659178045,0.25559965,5.360866348,67.05455035,724,40.86918605,4.869845968,79.75,18.18,34889,1,1,2.42,0,76,17729.26,39,
Swain,2016,1,1090,157,1,14729,26.53947994,0.685722045,0.21725847,5.587616267,66.96992328,738,40.90584416,5.010523457,79.75,18.18,36343,1,1,58.64775414,1,167,37612.79,86,
Swain,2017,0,1070,104,1,14713,26.41201658,0.713654591,0.190307891,5.817984096,66.86603684,761,40.8877551,5.172296608,79.75,18.18,38139,1,1,2.498025276,0,107,23031.18,47,
Swain,2018,1,920,161,1,14442,26.28444814,0.733970364,0.166181969,6.037944883,66.77745465,768,40.91719745,5.317823016,79.75,18.18,38802,1,1,51.24964091,1,136,114060.48,69,
Watauga,2011,0,790,306,0,51742,0.268640563,1.028178269,1.81863863,1.391519462,95.49302308,1847,28.60134003,3.569633953,88.27,38.02,29382,1,0,3.343055317,22,1186,77254.95,359,
Watauga,2012,1,790,348,0,52439,0.268883846,1.056465608,1.838326436,1.451209977,95.38511413,1955,28.69623656,3.728141269,88.27,38.02,30113,1,0,62.04203668,23,1692,142439.52,664,
Watauga,2013,0,930,327,0,52664,0.269633906,1.084232113,1.858954884,1.509570105,95.27760899,2046,29.03935599,3.885006836,88.27,38.02,29933,1,0,6.414714495,30,1299,81956.03,355,
Watauga,2014,1,1100,403,0,52963,0.269999811,1.110209014,1.878670015,1.569019882,95.17210128,2138,29.21578947,4.036780394,88.27,38.02,31706,1,1,37.5696767,12,1979,190832.83,869,
Watauga,2015,0,1120,215,1,53780,0.269616958,1.137969505,1.896615842,1.625139457,95.07065824,2249,29.25087719,4.18185199,90.78,42.23,33173,1,1,4.274724769,13,1317,101059.96,580,
Watauga,2016,1,1090,157,1,55142,0.272024954,1.162453302,1.915055674,1.681114214,94.96935186,2387,29.26222222,4.328823764,90.78,42.23,34166,1,1,65.28440367,5,2391,174587.52,982,
Watauga,2017,0,1070,104,1,56294,0.271787402,1.190180126,1.932710413,1.733754929,94.87156713,2515,29.14010989,4.467616442,90.78,42.23,35350,1,1,5.105467635,28,1486,128481.03,586,
Watauga,2018,1,920,161,1,57067,0.273362889,1.212609739,1.950339075,1.785620411,94.77806789,2628,29.4120433,4.605113288,90.78,42.23,37016,1,1,51.91443805,12,2794,243273.39,1033,
